st_gene_id	gene_id	gene_symbol	fpkm_con_1	fpkm_con_2	fpkm_con_3	fpkm_p_1	fpkm_p_2	fpkm_p_3	tpm_con_1	tpm_con_2	tpm_con_3	tpm_p_1	tpm_p_2	tpm_p_3	read_count_con_1	read_count_con_2	read_count_con_3	read_count_p_1	read_count_p_2	read_count_p_3	average_fpkm_con	average_fpkm_p	average_tpm_con	average_tpm_p	average_read_count_con	average_read_count_p
G9606_23088	89891	DYNC2I2	86.61	91.84	91.65	84.84	83.14	86.39	174.99	182.99	186.89	179.83	178.53	185.47	2883	2641	3013.9	2749.91	2717.86	2782.9	90.03333333	84.79	181.6233333	181.2766667	2845.966667	2750.223333
G9606_14615	57520	HECW2	0.45	0.43	0.51	0.64	0.62	0.67	0.91	0.85	1.04	1.36	1.32	1.44	104.83	84.97	117.06	145.78	142.97	151.95	0.463333333	0.643333333	0.933333333	1.373333333	102.2866667	146.9
G9606_12106	133308	SLC9B2	1.65	1.57	1.57	1.4	1.57	1.8	3.33	3.12	3.21	2.96	3.36	3.87	180.85	143.85	165.74	156	176	199	1.596666667	1.59	3.22	3.396666667	163.48	177
G9606_9147	6941	TCF19	26.66	25.58	26.77	30.48	29.98	29.7	53.87	50.97	54.58	64.59	64.37	63.77	1595	1333	1586	1786	1776.18	1754.95	26.33666667	30.05333333	53.14	64.24333333	1504.666667	1772.376667
G9606_1150	137682	NDUFAF6	6.05	5.75	5.16	4.33	4.81	3.87	12.22	11.46	10.52	9.19	10.32	8.31	220.7	186.13	192.85	158.3	176.6	141.95	5.653333333	4.336666667	11.4	9.273333333	199.8933333	158.95
G9606_30632	152519	NIPAL1	1.57	1.44	1.54	2.25	2.16	2.16	3.18	2.87	3.13	4.77	4.64	4.63	161.32	127.97	155.82	224.76	218	216.18	1.516666667	2.19	3.06	4.68	148.37	219.6466667
G9606_2506	56776	FMN2	10.82	10.18	11.46	14.39	15.39	14.94	21.86	20.29	23.36	30.5	33.05	32.07	1283	1055.27	1315.96	1606.43	1768.08	1665.99	10.82	14.90666667	21.83666667	31.87333333	1218.076667	1680.166667
G9606_18071	353219	KAAG1	0	0	0	0.04	0.04	0	0	0	0	0.08	0.08	0	0	0	0	1	0.95	0	0	0.026666667	0	0.053333333	0	0.65
G9606_25567	133923	ZNF474	0.03	0.03	0	0	0.06	0	0.05	0.06	0	0	0.12	0	1	1	0	0	2	0	0.02	0.02	0.036666667	0.04	0.666666667	0.666666667
G9606_33858	5193	PEX12	4.44	4.23	4.41	3.67	3.37	4.61	8.98	8.43	8.98	7.78	7.25	9.9	224	184	219	180	167	226.06	4.36	3.883333333	8.796666667	8.31	209	191.02
G9606_11040	29089	UBE2T	92.9	95.29	89.23	87.95	88.46	91.1	187.7	189.86	181.95	186.42	189.94	195.57	1518	1341	1435	1395	1416.76	1443.96	92.47333333	89.17	186.5033333	190.6433333	1431.333333	1418.573333
G9606_4391	143884	CWF19L2	4.39	4.15	4.44	4.75	4.81	5.36	8.86	8.28	9.06	10.06	10.32	11.51	268	226	261	280	290	322	4.326666667	4.973333333	8.733333333	10.63	251.6666667	297.3333333
G9606_5745	29760	BLNK	0.46	0.64	0.66	0.55	0.62	0.5	0.93	1.28	1.34	1.16	1.33	1.06	38.94	46.78	54.83	44.76	51.18	40.63	0.586666667	0.556666667	1.183333333	1.183333333	46.85	45.52333333
G9606_8197	83752	LONP2	7.49	8.42	7.94	7.44	7.81	7.93	15.14	16.78	16.2	15.77	16.78	17.03	813.47	790.49	839.54	826.31	817.93	826.28	7.95	7.726666667	16.04	16.52666667	814.5	823.5066667
G9606_2748	25948	KBTBD2	18.7	17.84	18	19.56	19.04	19.21	37.78	35.55	36.71	41.47	40.89	41.25	1186	989	1136.97	1211	1212.99	1207	18.18	19.27	36.68	41.20333333	1103.99	1210.33
G9606_11296	3586	IL10	0.23	0.2	0.21	0.16	0.18	0.1	0.46	0.39	0.43	0.34	0.38	0.21	6.99	5.25	6.41	4.8	5.38	2.94	0.213333333	0.146666667	0.426666667	0.31	6.216666667	4.373333333
G9606_16402	5547	PRCP	55.03	55.05	57.05	54.62	56.26	54.41	111.19	109.69	116.32	115.77	120.8	116.81	2254	1944.52	2307	2191	2278	2187	55.71	55.09666667	112.4	117.7933333	2168.506667	2218.666667
G9606_2640	57223	PPP4R3B	21.57	19.56	20.77	22.14	20.39	21.15	43.58	38.97	42.35	46.92	43.77	45.42	1973.09	1557.02	1871.31	1981.09	1843.51	1898.32	20.63333333	21.22666667	41.63333333	45.37	1800.473333	1907.64
G9606_3045	8842	PROM1	0	0.04	0.01	0.02	0	0.03	0	0.08	0.03	0.04	0	0.06	0	2	1	1	0	2	0.016666667	0.016666667	0.036666667	0.033333333	1	1
G9606_2871	10100	TSPAN2	0.4	0.3	0.34	0.3	0.51	0.56	0.81	0.59	0.7	0.63	1.09	1.21	25	16	20	17	30	34	0.346666667	0.456666667	0.7	0.976666667	20.33333333	27
G9606_21781	401720	FIGNL2	0.54	0.57	0.39	0.46	0.52	0.49	1.1	1.13	0.79	0.97	1.12	1.06	51.01	47	36.15	41	47.93	44.87	0.5	0.49	1.006666667	1.05	44.72	44.6
G9606_1841	5889	RAD51C	48.09	48.55	45.87	39.99	39.74	42.16	97.16	96.74	93.54	84.77	85.33	90.51	1043.33	909.83	999.71	878.32	860.67	872.56	47.50333333	40.63	95.81333333	86.87	984.29	870.5166667
G9606_17411	340441	POTEA	0.01	0.05	0.01	0.01	0	0.01	0.03	0.1	0.03	0.03	0	0.03	1	2.97	1	1	0	1	0.023333333	0.006666667	0.053333333	0.02	1.656666667	0.666666667
G9606_11466	55892	MYNN	4.42	4.27	3.94	3.94	4.26	4.46	8.93	8.51	8.03	8.35	9.14	9.57	430.11	357.35	377.24	371.44	404.74	420.54	4.21	4.22	8.49	9.02	388.2333333	398.9066667
G9606_5591	29906	ST8SIA5	0.17	0.09	0.13	0.16	0.23	0.1	0.35	0.17	0.26	0.33	0.49	0.22	31.75	15.36	11.91	21.96	24.95	19.14	0.13	0.163333333	0.26	0.346666667	19.67333333	22.01666667
G9606_17273	9325	TRIP4	12.84	14.41	12.55	12.89	13.98	12.9	25.94	28.71	25.58	27.32	30.01	27.69	497	479	479	483.03	529.02	485	13.26666667	13.25666667	26.74333333	28.34	485	499.0166667
G9606_8129	51174	TUBD1	6.95	6.65	7.48	7.32	8.36	7.38	14.05	13.25	15.24	15.52	17.94	15.85	307.56	259.9	315.38	324.55	373.12	316.45	7.026666667	7.686666667	14.18	16.43666667	294.28	338.04
G9606_17092	2005	ELK4	4.62	4.77	5.09	6.31	6.23	6.01	9.34	9.51	10.38	13.37	13.38	12.89	861.62	711.39	883.3	1067.08	1140.14	1106.76	4.826666667	6.183333333	9.743333333	13.21333333	818.77	1104.66
G9606_4691	26468	LHX6	1.44	1.5	1.82	1.85	1.62	1.77	2.91	2.98	3.72	3.92	3.49	3.79	92	82	117	114.98	100	109.35	1.586666667	1.746666667	3.203333333	3.733333333	97	108.11
G9606_4538	8891	EIF2B3	13.08	14.48	13.06	12.02	11.65	11.69	26.43	28.85	26.64	25.47	25.01	25.1	408	394	412	369.96	361	364	13.54	11.78666667	27.30666667	25.19333333	404.6666667	364.9866667
G9606_16894	55024	BANK1	0	0.14	0.1	0.26	0.24	0.08	0	0.27	0.21	0.54	0.51	0.17	0	7	6	15	14	5	0.08	0.193333333	0.16	0.406666667	4.333333333	11.33333333
G9606_22377	84665	MYPN	1.69	1.69	1.86	2.48	2.22	2.27	3.41	3.36	3.8	5.26	4.77	4.88	190	158	191.98	257	248	242	1.746666667	2.323333333	3.523333333	4.97	179.9933333	249
G9606_17283	10208	USPL1	4.47	3.89	4.52	4.03	4.18	4.21	9.02	7.74	9.23	8.55	8.97	9.03	420	315	414	368	374	386	4.293333333	4.14	8.663333333	8.85	383	376
G9606_20061	100507679	MUC22	0.03	0.02	0.04	0.03	0.03	0	0.05	0.05	0.09	0.06	0.06	0	3.1	2.3	4.84	3.06	3.14	0	0.03	0.02	0.063333333	0.04	3.413333333	2.066666667
G9606_4403	152687	ZNF595	4.07	3.96	3.92	3.35	4.33	4.27	8.21	7.9	8	7.1	9.3	9.17	225.26	199.23	217.9	190.72	238.17	232	3.983333333	3.983333333	8.036666667	8.523333333	214.13	220.2966667
G9606_6227	8911	CACNA1I	0.05	0.05	0.12	0.11	0.1	0.09	0.11	0.1	0.25	0.23	0.22	0.19	11.01	8.01	23.04	20.03	20.05	18.04	0.073333333	0.1	0.153333333	0.213333333	14.02	19.37333333
G9606_2467	800	CALD1	11.64	10.16	11.45	15.45	16.58	17.34	23.52	20.25	23.35	32.74	35.59	37.24	961	727	932.99	1244.96	1348.83	1395.92	11.08333333	16.45666667	22.37333333	35.19	873.6633333	1329.903333
G9606_16651	23192	ATG4B	36.68	40.41	37	40.57	39.32	38.27	74.11	80.52	75.44	85.98	84.44	82.17	1578	1491.99	1542.88	1701.99	1642.39	1635.58	38.03	39.38666667	76.69	84.19666667	1537.623333	1659.986667
G9606_34560	79465	ULBP3	3.07	2.49	2.79	2.67	2.66	3.09	6.2	4.96	5.68	5.67	5.71	6.62	184.49	128.92	165.21	156.28	156.84	180.28	2.783333333	2.806666667	5.613333333	6	159.54	164.4666667
G9606_17264	2859	GPR35	0.29	0.78	0.51	0.88	0.76	0.53	0.59	1.56	1.04	1.86	1.64	1.14	12	24	17	35	30	21	0.526666667	0.723333333	1.063333333	1.546666667	17.66666667	28.66666667
G9606_12788	84527	ZNF559	3.15	2.87	2.49	2.77	3.59	3.53	6.36	5.72	5.08	5.86	7.7	7.58	196.91	147.75	155.45	161.61	208.38	211.7	2.836666667	3.296666667	5.72	7.046666667	166.7033333	193.8966667
G9606_25890	921	CD5	0.03	0.29	0.38	0.8	0.4	0.49	0.06	0.58	0.78	1.7	0.87	1.06	2.02	16.25	24.12	49.1	25	30	0.233333333	0.563333333	0.473333333	1.21	14.13	34.7
G9606_6817	5600	MAPK11	16.6	17.14	16.03	16	15.11	14.4	33.55	34.16	32.69	33.92	32.45	30.92	772	687.39	735.01	723.45	689.97	651	16.59	15.17	33.46666667	32.43	731.4666667	688.14
G9606_24013	64090	GAL3ST2	0.36	0.38	0.22	0.75	0.18	0.34	0.73	0.76	0.45	1.58	0.4	0.72	10	9	6	20	5	9	0.32	0.423333333	0.646666667	0.9	8.333333333	11.33333333
G9606_10231	102724151	LOC102724151	0.08	0.04	0.06	0.01	0.03	0.04	0.16	0.08	0.13	0.02	0.06	0.08	2.96	1.24	2.31	0.42	1.06	1.38	0.06	0.026666667	0.123333333	0.053333333	2.17	0.953333333
G9606_30853	5122	PCSK1	0.02	0.01	0.03	0.02	0.03	0.01	0.04	0.02	0.07	0.05	0.07	0.02	2	1	3	2	3	1	0.02	0.02	0.043333333	0.046666667	2	2
G9606_2044	8924	HERC2	15.13	14.28	14.93	16.94	17.18	17.94	30.57	28.45	30.45	35.91	36.89	38.52	3804.68	3076.71	3840.24	4301.03	4402.22	4479.29	14.78	17.35333333	29.82333333	37.10666667	3573.876667	4394.18
G9606_14364	79698	ZMAT4	0.01	0	0	0	0.02	0.02	0.03	0	0	0	0.05	0.05	2.66	0	0	0	1	2.36	0.003333333	0.013333333	0.01	0.033333333	0.886666667	1.12
G9606_25447	751071	CSKMT	5.07	5.39	4.93	4.43	3.89	4.15	10.25	10.75	10.05	9.39	8.35	8.91	140.27	128.99	130.93	119.93	103.29	111.95	5.13	4.156666667	10.35	8.883333333	133.3966667	111.7233333
G9606_15860	1802	DPH2	9.83	9.67	10.04	9.41	9.32	8.68	19.86	19.27	20.48	19.95	20.02	18.63	471	397.17	471	438	431.87	401	9.846666667	9.136666667	19.87	19.53333333	446.39	423.6233333
G9606_24409	120939	TMEM52B	0.54	0.27	0.4	0.47	0.4	0.45	1.09	0.54	0.81	0.99	0.85	0.97	26.69	11.57	20.2	22.63	19.64	21.85	0.403333333	0.44	0.813333333	0.936666667	19.48666667	21.37333333
G9606_4430	285596	FAM153A	0.42	0.39	0.48	0.51	0.26	0.45	0.84	0.77	0.99	1.08	0.56	0.97	39.04	31.92	44.67	45.9	23.64	40.22	0.43	0.406666667	0.866666667	0.87	38.54333333	36.58666667
G9606_21607	60481	ELOVL5	48.51	45.62	49.31	50.12	52.62	53.79	98.02	90.9	100.55	106.23	112.99	115.48	2507	2039.98	2460.89	2511.02	2612.22	2677.23	47.81333333	52.17666667	96.49	111.5666667	2335.956667	2600.156667
G9606_22408	79937	CNTNAP3	0.63	0.52	0.49	0.64	0.66	0.65	1.28	1.03	1	1.35	1.42	1.4	162.65	115.11	123.87	159.04	167.27	163.31	0.546666667	0.65	1.103333333	1.39	133.8766667	163.2066667
G9606_5503	84066	TEX35	0.12	0.07	0.06	0	0.13	0	0.25	0.14	0.13	0	0.27	0	2	1.01	1	0	2	0	0.083333333	0.043333333	0.173333333	0.09	1.336666667	0.666666667
G9606_11349	7849	PAX8	1.21	1.58	1.16	1.36	1.28	1.41	2.44	3.15	2.37	2.88	2.75	3.04	94	105	90	103	97	106	1.316666667	1.35	2.653333333	2.89	96.33333333	102
G9606_8609	1846	DUSP4	0.82	0.75	0.84	1.25	1.2	1.05	1.66	1.5	1.71	2.65	2.57	2.26	89.45	70.71	89.99	131.82	127.02	111	0.803333333	1.166666667	1.623333333	2.493333333	83.38333333	123.28
G9606_14212	143903	LAYN	19.79	20.63	21.27	23.46	25.05	23.26	39.99	41.1	43.36	49.72	53.79	49.93	895.21	805.48	962.07	1033.71	1124.39	1024.27	20.56333333	23.92333333	41.48333333	51.14666667	887.5866667	1060.79
G9606_28040	116441	TM4SF18	0	0.02	0.01	0.03	0.03	0.03	0	0.03	0.03	0.06	0.06	0.06	0	1	1	2	2	2	0.01	0.03	0.02	0.06	0.666666667	2
G9606_15471	79831	KDM8	3.6	3.98	4.34	3.82	3.33	3.62	7.27	7.93	8.84	8.11	7.15	7.77	173.49	169.57	216.08	184.99	164.83	166.42	3.973333333	3.59	8.013333333	7.676666667	186.38	172.08
G9606_8842	10739	RFPL2	0.06	0.09	0.12	0.03	0	0	0.13	0.19	0.25	0.06	0	0	3	2.33	4	1.21	0	0	0.09	0.01	0.19	0.02	3.11	0.403333333
G9606_13512	167681	PRSS35	0.47	0.38	0.41	0.28	0.19	0.33	0.95	0.75	0.84	0.6	0.42	0.7	22	16	19	12.96	9	15	0.42	0.266666667	0.846666667	0.573333333	19	12.32
G9606_14031	25789	TMEM59L	20.65	23.91	24.03	28.23	23.06	24.67	41.72	47.63	49	59.83	49.51	52.96	637	636.04	731.19	846.78	698.58	740	22.86333333	25.32	46.11666667	54.1	668.0766667	761.7866667
G9606_26007	7545	ZIC1	0.15	0.17	0.13	0.12	0.14	0.16	0.3	0.34	0.26	0.26	0.3	0.35	15	15	13.04	12	14	16.09	0.15	0.14	0.3	0.303333333	14.34666667	14.03
G9606_17062	94027	CGB7	1.99	2.6	1.74	1.67	2.08	1.96	4.02	5.18	3.56	3.54	4.47	4.2	54.46	64.59	54.55	49.48	61.21	50.54	2.11	1.903333333	4.253333333	4.07	57.86666667	53.74333333
G9606_1038	9659	PDE4DIP	12.66	12.33	13.69	13.22	12.46	13.45	25.58	24.57	27.91	28.02	26.75	28.88	1348.44	1150.07	1456	1378.82	1397.3	1405.85	12.89333333	13.04333333	26.02	27.88333333	1318.17	1393.99
G9606_23967	126069	ZNF491	0.46	0.52	0.45	0.32	0.43	0.51	0.92	1.04	0.93	0.68	0.93	1.1	26.59	28.93	28.86	18.57	24.82	31.24	0.476666667	0.42	0.963333333	0.903333333	28.12666667	24.87666667
G9606_8602	286499	FAM133A	0.02	0.02	0.02	0	0.02	0	0.03	0.04	0.03	0	0.04	0	1	1	1	0	1	0	0.02	0.006666667	0.033333333	0.013333333	1	0.333333333
G9606_26420	5479	PPIB	463.16	429.89	438.35	387.43	378.39	370.63	935.78	856.52	893.82	821.19	812.53	795.69	7671.77	6140.92	7160.59	6240.45	6154.82	5969.32	443.8	378.8166667	895.3733333	809.8033333	6991.093333	6121.53
G9606_15504	10948	STARD3	29.72	30.27	28.3	29.38	29.3	29.37	60.05	60.31	57.71	62.27	62.92	63.06	1592	1397	1493.84	1529.8	1537.98	1529	29.43	29.35	59.35666667	62.75	1494.28	1532.26
G9606_8641	6540	SLC6A13	0.04	0.04	0.07	0.03	0.08	0.05	0.08	0.08	0.14	0.07	0.17	0.11	1	1	3	1	3	2	0.05	0.053333333	0.1	0.116666667	1.666666667	2
G9606_16356	90506	LRRC46	1.93	3.4	2.86	2.69	2.18	2.8	3.9	6.77	5.83	5.7	4.67	6.01	60	101	95	80	77	96.01	2.73	2.556666667	5.5	5.46	85.33333333	84.33666667
G9606_16728	11086	ADAM29	0	0	0.02	0	0.02	0.02	0	0	0.04	0	0.04	0.04	0	0	1	0	1	1	0.006666667	0.013333333	0.013333333	0.026666667	0.333333333	0.666666667
G9606_30205	1479	CSTF3	34.76	34.72	32.72	30.82	28.94	30.89	70.23	69.17	66.71	65.32	62.15	66.32	1214	1024	1138.61	1021.99	1003.98	1047.94	34.06666667	30.21666667	68.70333333	64.59666667	1125.536667	1024.636667
G9606_2655	1439	CSF2RB	0.1	0.23	0.1	0.13	0.08	0.11	0.19	0.46	0.2	0.27	0.17	0.23	9	11	9	12	7	10	0.143333333	0.106666667	0.283333333	0.223333333	9.666666667	9.666666667
G9606_32647	387715	ARMS2	0	0	0	0.07	0.13	0	0	0	0	0.14	0.29	0	0	0	0	1	2	0	0	0.066666667	0	0.143333333	0	1
G9606_4177	8473	OGT	40.56	38.93	40.13	45.53	45.26	45.06	81.94	77.57	81.82	96.49	97.18	96.74	5472	4456.78	5367.99	5981.94	6014.96	5968.92	39.87333333	45.28333333	80.44333333	96.80333333	5098.923333	5988.606667
G9606_25435	613	BCR	6.07	6.87	6.89	7.5	7.53	7.13	12.26	13.69	14.05	15.89	16.17	15.3	799.94	783.36	897.8	963.41	977.18	916.05	6.61	7.386666667	13.33333333	15.78666667	827.0333333	952.2133333
G9606_25981	6301	SARS1	56.37	55.93	58.08	53.8	52.93	55.9	113.9	111.43	118.43	114.03	113.66	120.01	2068	1769	2101	1917.99	1904.65	1991	56.79333333	54.21	114.5866667	115.9	1979.333333	1937.88
G9606_6493	1129	CHRM2	0.04	0	0.06	0.08	0.07	0.04	0.08	0	0.11	0.16	0.16	0.1	4	0	6	6	4.91	5	0.033333333	0.063333333	0.063333333	0.14	3.333333333	5.303333333
G9606_3382	23231	SEL1L3	7.94	7.42	7.72	10.29	10.31	10.72	16.04	14.78	15.75	21.82	22.13	23.01	674.04	539.14	658.69	858.35	870.99	898.3	7.693333333	10.44	15.52333333	22.32	623.9566667	875.88
G9606_31091	83642	SELENOO	18.61	23.19	21.99	23.7	23.51	22.35	37.6	46.21	44.85	50.24	50.48	47.99	816	876.99	951	1010.6	1012.17	952.99	21.26333333	23.18666667	42.88666667	49.57	881.33	991.92
G9606_11651	115426	UHRF2	25.8	24.24	25.7	27.07	27.37	29.54	52.13	48.29	52.41	57.37	58.77	63.43	1682	1389.64	1716	1800.06	1806	1906.95	25.24666667	27.99333333	50.94333333	59.85666667	1595.88	1837.67
G9606_28022	8174	MADCAM1	0.12	0.05	0.14	0.26	0.13	0.21	0.25	0.1	0.28	0.54	0.27	0.46	3	1	4	6	3	6	0.103333333	0.2	0.21	0.423333333	2.666666667	5
G9606_8068	5087	PBX1	7.64	7.27	8.47	9.02	8.53	9.3	15.44	14.48	17.27	19.12	18.32	19.97	965	795.99	1019.84	1101.92	1089.21	1145.98	7.793333333	8.95	15.73	19.13666667	926.9433333	1112.37
G9606_28970	128486	FITM2	7.03	6.86	6.95	7.63	7.95	7.84	14.21	13.67	14.17	16.16	17.07	16.82	632.02	531.55	615.77	666.4	701.37	684.66	6.946666667	7.806666667	14.01666667	16.68333333	593.1133333	684.1433333
G9606_10317	89766	UMODL1	0.03	0.01	0	0.04	0.02	0	0.07	0.02	0	0.07	0.04	0	3	1	0	2	1	0	0.013333333	0.02	0.03	0.036666667	1.333333333	1
G9606_20694	5069	PAPPA	0.42	0.43	0.49	1.03	0.95	0.87	0.86	0.86	1	2.19	2.03	1.86	91	80	98	193.97	187	164	0.446666667	0.95	0.906666667	2.026666667	89.66666667	181.6566667
G9606_28556	83933	HDAC10	19.17	24.23	21.27	23.18	21.51	21.97	38.73	48.27	43.36	49.14	46.18	47.16	944	1028.99	1029.88	1114.13	1041.98	1050.79	21.55666667	22.22	43.45333333	47.49333333	1000.956667	1068.966667
G9606_18622	11178	LZTS1	1.25	1.19	1.18	1.39	1.14	1.18	2.52	2.37	2.41	2.96	2.45	2.53	137.43	112.55	129.24	149.59	121.65	126.35	1.206666667	1.236666667	2.433333333	2.646666667	126.4066667	132.53
G9606_3274	253769	WDR27	3.28	2.89	3.15	3.8	3.3	2.86	6.63	5.75	6.41	8.05	7.08	6.13	247.06	194.43	243.95	273.4	250.92	226.97	3.106666667	3.32	6.263333333	7.086666667	228.48	250.43
G9606_31367	927	CD8B2	0.01	0.04	0.06	0.04	0	0	0.03	0.08	0.11	0.09	0	0	1.3	3.17	5.15	3.72	0	0	0.036666667	0.013333333	0.073333333	0.03	3.206666667	1.24
G9606_19451	101060321	TBC1D3G	2.56	2.28	2.11	3.08	2.44	2.58	5.18	4.54	4.31	6.52	5.25	5.53	193.23	148.24	157.14	219.72	180.97	187.54	2.316666667	2.7	4.676666667	5.766666667	166.2033333	196.0766667
G9606_10122	50944	SHANK1	2.01	2	2.27	3.11	2.7	2.91	4.07	3.99	4.64	6.59	5.79	6.25	377	323.98	419.55	566.02	496.29	530	2.093333333	2.906666667	4.233333333	6.21	373.51	530.77
G9606_7311	283373	ANKRD52	27.94	26.83	28.85	30.27	29.8	29.89	56.45	53.46	58.82	64.16	63.99	64.16	4654	3848.18	4747.52	4915.91	4864.95	4853.62	27.87333333	29.98666667	56.24333333	64.10333333	4416.566667	4878.16
G9606_7465	129530	LYG1	0.32	0.4	0.3	0.3	0.25	0.19	0.65	0.8	0.61	0.64	0.54	0.41	6.96	7.38	6	6.02	5	4	0.34	0.246666667	0.686666667	0.53	6.78	5.006666667
G9606_31512	26589	MRPL46	40.3	40.86	40.63	38.25	40.43	34.06	81.41	81.41	82.84	81.07	86.81	73.12	741	648	736.76	684	730	609	40.59666667	37.58	81.88666667	80.33333333	708.5866667	674.3333333
G9606_5344	79912	PYROXD1	2.57	2.08	2.37	2.78	1.78	2.42	5.19	4.14	4.84	5.89	3.81	5.19	205.53	143.47	184.73	207.83	141.68	189.52	2.34	2.326666667	4.723333333	4.963333333	177.91	179.6766667
G9606_5719	55020	TTC38	13.08	13.24	12.83	13.68	12.98	12.24	26.42	26.37	26.16	29	27.87	26.28	647	565	623.84	657	629.95	589	13.05	12.96666667	26.31666667	27.71666667	611.9466667	625.3166667
G9606_19726	335	APOA1	0.09	0.1	0.12	0.31	0	0.06	0.18	0.21	0.25	0.65	0	0.13	2	2	2	5	0	1	0.103333333	0.123333333	0.213333333	0.26	2	2
G9606_9075	79596	OBI1	5.94	5.43	5.37	5.36	5.51	5.62	11.99	10.82	10.96	11.36	11.83	12.06	399	315	357	350	367	369	5.58	5.496666667	11.25666667	11.75	357	362
G9606_4154	84707	BEX2	0.43	1.19	0.75	1.4	1.51	2.07	0.86	2.38	1.53	2.97	3.24	4.44	6.32	16.87	11.56	21.22	22.01	30.52	0.79	1.66	1.59	3.55	11.58333333	24.58333333
G9606_25085	51194	IPO11	11.96	11.05	11.41	10.23	11.24	10.81	24.16	22.01	23.26	21.68	24.14	23.2	1013	807	953	843.05	935	890	11.47333333	10.76	23.14333333	23.00666667	924.3333333	889.35
G9606_11199	55178	MRM3	21.2	23.53	22.04	20.55	20.1	18.73	42.83	46.88	44.94	43.55	43.17	40.21	682	668.98	675.72	636	635	587.97	22.25666667	19.79333333	44.88333333	42.31	675.5666667	619.6566667
G9606_7274	56834	GPR137	46.62	52.08	49	53.78	51.03	50.86	94.19	103.77	99.91	113.99	109.58	109.2	1749	1673	1822.9	1968.94	1892.01	1874.99	49.23333333	51.89	99.29	110.9233333	1748.3	1911.98
G9606_2153	147920	IGFL2	0.09	0.02	0.09	0.12	0.09	0.03	0.19	0.03	0.19	0.26	0.2	0.07	2	1	1	4	1.97	2	0.066666667	0.08	0.136666667	0.176666667	1.333333333	2.656666667
G9606_34393	8519	IFITM1	30.32	35.95	35.18	45.4	38.74	36.87	61.26	71.63	71.74	96.24	83.18	79.15	368.32	376.64	421.49	536.36	462.11	435.5	33.81666667	40.33666667	68.21	86.19	388.8166667	477.99
G9606_22198	1038	CDR1	0.04	0.09	0.12	0.04	0	0.13	0.08	0.19	0.25	0.09	0	0.27	1	2	3	1	0	3	0.083333333	0.056666667	0.173333333	0.12	2	1.333333333
G9606_10246	340156	MYLK4	0.06	0.05	0.06	0.12	0.06	0.1	0.12	0.11	0.13	0.26	0.12	0.22	6.67	5.38	7.88	13.66	6.51	11.78	0.056666667	0.093333333	0.12	0.2	6.643333333	10.65
G9606_10463	54906	TASOR2	10.19	9.38	10.38	10.91	11.28	11.15	20.59	18.69	21.16	23.13	24.23	23.93	1820.77	1436.23	1828.74	1908.04	2025.42	1976.24	9.983333333	11.11333333	20.14666667	23.76333333	1695.246667	1969.9
G9606_21767	342909	ZNF284	1.76	1.75	1.75	1.82	1.99	2.12	3.55	3.48	3.58	3.85	4.26	4.55	131.39	102.73	131.04	135.46	159.02	164.15	1.753333333	1.976666667	3.536666667	4.22	121.72	152.8766667
G9606_10815	3213	HOXB3	15.69	15.75	13.64	15.69	14.82	15.8	31.69	31.38	27.82	33.25	31.81	33.92	1060.91	960.08	973.7	1128.96	1067.08	1114.76	15.02666667	15.43666667	30.29666667	32.99333333	998.23	1103.6
G9606_23266	402055	SRRD	7.5	8.35	8.84	5.89	5.92	6.36	15.15	16.65	18.03	12.49	12.71	13.65	405.75	383.88	405.18	341.56	344.73	368.26	8.23	6.056666667	16.61	12.95	398.27	351.5166667
G9606_16294	6513	SLC2A1	32.68	33.75	33.14	34.3	34.21	32.64	66.03	67.24	67.57	72.71	73.46	70.07	2139	1905	2139	2183.3	2198.81	2077	33.19	33.71666667	66.94666667	72.08	2061	2153.036667
G9606_16793	8733	GPAA1	69.43	77.53	74.33	67.54	63.68	67.08	140.28	154.47	151.57	143.15	136.74	144.01	2732	2630.96	2884.55	2584.25	2460.69	2566.48	73.76333333	66.1	148.7733333	141.3	2749.17	2537.14
G9606_1114	29923	HILPDA	8.37	8.58	7	8.08	7.56	7.71	16.9	17.1	14.27	17.12	16.24	16.55	213.02	188.8	176.14	198.25	189.25	190.42	7.983333333	7.783333333	16.09	16.63666667	192.6533333	192.64
G9606_903	5414	SEPTIN4	9.93	10.07	9.55	11.55	11.64	10.27	20.06	20.07	19.46	24.48	24.99	22.06	310	270	301	342	358.21	319	9.85	11.15333333	19.86333333	23.84333333	293.6666667	339.7366667
G9606_19680	590	BCHE	2.66	2.26	2.79	3.27	3.3	3.54	5.37	4.5	5.68	6.93	7.09	7.59	123	90	127	147	150	159	2.57	3.37	5.183333333	7.203333333	113.3333333	152
G9606_9689	79625	NDNF	0.18	0.25	0.27	0.22	0.13	0.24	0.36	0.5	0.56	0.47	0.27	0.51	10	14	17	12	8	16	0.233333333	0.196666667	0.473333333	0.416666667	13.66666667	12
G9606_32699	27031	NPHP3	4.7	4.54	4.79	5.01	4.81	4.97	9.49	9.05	9.77	10.61	10.34	10.67	488.51	407.19	491.18	506.2	491.68	502.57	4.676666667	4.93	9.436666667	10.54	462.2933333	500.15
G9606_54	251	ALPG	0.39	0.44	0.55	0.92	1.17	0.85	0.79	0.88	1.12	1.95	2.52	1.84	18.72	18.17	26.04	42.87	55.21	39.86	0.46	0.98	0.93	2.103333333	20.97666667	45.98
